DistrictID,DistrictName,Total,FireWood,CropResidue,CowdungCake,Coal,Kerosene,LPG,Electricity,Biogas,Other,NoCooking,pctFireWood,pctbiomass, pop ,category,TotalRural,RFireWood,RCropResidue,RCowdungCake,RCoal,RKerosene,RLPG,RElectricity,RBiogas,ROther,RNoCooking,pctRFireWood,pctbiomass,pctbiomass,category,TotalUrban,UFireWood,UCropResidue,UCowdungCake,UCoal,UKerosene,ULPG,UElectricity,UBiogas,UOther,UNoCooking,pctUFireWood,pctbiomass,category
16232, Ghaziabad ,829843,75250,"29,881","2,06,378","1,621","7,022","5,01,592",491,"1,936","1,410","4,262",9.07,9," 4,149,215 ",Total,242727,36830,"13,455","1,44,652",321,"1,315","44,679",164,484,270,557,15.17,80.55,80.00,Rural,587116,38420,"16,426","61,726","1,300","5,707","4,56,913",327,"1,452","1,140","3,705",6.54,20.27,Urban
16233, Ghazipur ,524961,148441,"35,625","2,93,272","1,465","4,949","36,798",400,"1,172","1,276","1,563",28.28,28," 2,624,805 ",Total,485939,133398,"34,093","2,89,782",829,"3,206","20,796",341,"1,064","1,143","1,287",27.45,94.51,94.00,Rural,39022,15043,"1,532","3,490",636,"1,743","16,002",59,108,133,276,38.55,53.39,Urban
16234, Gonda ,535561,395301,"48,001","39,834",589,"2,702","45,517",509,752,907,"1,449",73.81,73," 2,677,805 ",Total,500060,384102,"47,219","39,714",517,"1,228","24,035",481,591,860,"1,313",76.81,94.47,94.00,Rural,35501,11199,782,120,72,"1,474","21,482",28,161,47,136,31.55,34.42,Urban
16235, Gorakhpur ,695366,406360,"79,263","44,996","1,859","7,920","1,49,727",811,"1,435","1,091","1,904",58.44,58," 3,476,830 ",Total,559062,375334,"76,711","44,050","1,160","1,888","55,897",678,869,"1,010","1,465",67.14,89.13,89.00,Rural,136304,31026,"2,552",946,699,"6,032","93,830",133,566,81,439,22.76,25.90,Urban
16236, Hamirpur ,209558,101467,"8,001","78,379",110,315,"20,175",144,230,404,333,48.42,48," 1,047,790 ",Total,171971,85627,"6,686","73,830",68,130,"4,679",117,201,384,249,49.79,96.87,96.00,Rural,37587,15840,"1,315","4,549",42,185,"15,496",27,29,20,84,42.14,57.91,Urban
16237, Hardoi ,708721,366072,"53,958","2,24,056",503,"1,434","60,689",205,434,209,"1,161",51.65,51," 3,543,605 ",Total,619495,323891,"51,422","2,20,125",295,767,"21,372",169,344,174,936,52.28,96.19,96.00,Rural,89226,42181,"2,536","3,931",208,667,"39,317",36,90,35,225,47.27,54.79,Urban
16239, Jalaun ,287219,93389,"12,601","1,36,340",278,"1,153","42,616",105,239,143,355,32.51,32," 1,436,095 ",Total,216920,66934,"10,660","1,29,672",78,316,"8,604",81,218,108,249,30.86,95.64,95.00,Rural,70299,26455,"1,941","6,668",200,837,"34,012",24,21,35,106,37.63,50.21,Urban
16240, Jaunpur ,666988,296731,"35,900","2,68,417","1,389","3,008","56,508",676,"1,682","1,321","1,356",44.49,44," 3,334,940 ",Total,615793,276622,"34,339","2,66,855",990,"1,664","30,952",624,"1,399","1,177","1,171",44.92,94.18,94.00,Rural,51195,20109,"1,561","1,562",399,"1,344","25,556",52,283,144,185,39.28,46.44,Urban
16241, Jhansi ,358220,141864,"15,646","96,930",756,"5,525","94,342",445,646,370,"1,696",39.60,39," 1,791,100 ",Total,214711,103215,"9,750","89,394",185,"1,018","10,091",213,122,157,566,48.07,94.41,94.00,Rural,143509,38649,"5,896","7,536",571,"4,507","84,251",232,524,213,"1,130",26.93,36.84,Urban
16242, Jyotiba Phule Nagar ,312836,114873,"15,183","1,25,212",444,877,"55,064",54,437,202,490,36.72,36," 1,564,180 ",Total,234453,83368,"13,239","1,19,737",250,457,"16,662",32,347,44,317,35.56,92.40,92.00,Rural,78383,31505,"1,944","5,475",194,420,"38,402",22,90,158,173,40.19,50.11,Urban
16243, Kannauj ,278738,148772,"64,932","29,412",408,"1,083","32,510",266,293,300,762,53.37,53," 1,393,690 ",Total,232517,126625,"63,146","28,786",174,676,"11,812",225,227,265,581,54.46,94.18,94.00,Rural,46221,22147,"1,786",626,234,407,"20,698",41,66,35,181,47.92,53.72,Urban
16244, Kanpur ,329473,165412,"69,814","67,191",276,884,"23,831",405,668,294,698,50.21,50," 1,647,365 ",Total,299000,151750,"66,624","65,372",212,666,"12,602",364,633,214,563,50.75,95.04,95.00,Rural,30473,13662,"3,190","1,819",64,218,"11,229",41,35,80,135,44.83,61.74,Urban
16245, Kanpur Dehat ,821148,216074,"49,823","83,801","12,813","30,544","4,21,694",802,"1,819","1,214","2,564",26.31,26," 4,105,740 ",Total,291529,148351,"43,132","74,765",466,738,"22,671",176,458,202,570,50.89,91.56,91.00,Rural,529619,67723,"6,691","9,036","12,347","29,806","3,99,023",626,"1,361","1,012","1,994",12.79,18.28,Urban
16246, Kaushambi ,236496,110968,"28,859","67,796",186,609,"26,849",195,269,212,553,46.92,46," 1,182,480 ",Total,190576,90622,"27,021","65,798",102,284,"5,977",169,118,123,362,47.55,96.37,96.00,Rural,45920,20346,"1,838","1,998",84,325,"20,872",26,151,89,191,44.31,53.04,Urban
16247, Kushinagar ,558626,296240,"2,09,006","19,061",715,"2,129","29,304",495,276,347,"1,053",53.03,53," 2,793,130 ",Total,531928,283211,"2,07,492","18,892",604,913,"18,791",475,257,324,969,53.24,95.98,95.00,Rural,26698,13029,"1,514",169,111,"1,216","10,513",20,19,23,84,48.80,55.61,Urban
16249, Lalitpur ,217878,173801,"4,171","17,934",126,525,"20,720",119,44,145,293,79.77,79," 1,089,390 ",Total,186503,160405,"3,705","16,968",45,109,"4,815",107,31,114,204,86.01,97.18,97.00,Rural,31375,13396,466,966,81,416,"15,905",12,13,31,89,42.70,47.62,Urban
16250, Lucknow ,822591,274463,"18,348","31,890","1,406","19,902","4,69,747",637,"1,955","1,228","3,015",33.37,33," 4,112,955 ",Total,274212,199449,"12,802","24,710",308,"1,573","33,224",236,545,483,882,72.74,86.70,86.00,Rural,548379,75014,"5,546","7,180","1,098","18,329","4,36,523",401,"1,410",745,"2,133",13.68,16.34,Urban
16251, Maharajganj ,259914,116782,"31,068","60,730",380,826,"48,911",134,352,286,445,44.93,44," 1,299,570 ",Total,204968,99000,"29,503","57,240",172,363,"17,694",103,315,268,310,48.30,90.84,90.00,Rural,54946,17782,"1,565","3,490",208,463,"31,217",31,37,18,135,32.36,41.97,Urban
16252, Mahoba ,163474,87580,"6,980","54,533",78,597,"12,874",159,174,125,374,53.57,53," 817,370 ",Total,129475,71266,"5,346","49,323",44,186,"2,775",118,65,97,255,55.04,97.37,97.00,Rural,33999,16314,"1,634","5,210",34,411,"10,099",41,109,28,119,47.98,68.30,Urban
16253, Mainpuri ,311184,151589,"35,213","78,895",275,"1,220","43,074",198,188,99,433,48.71,48," 1,555,920 ",Total,262409,134512,"33,941","77,517",170,255,"15,330",76,176,85,347,51.26,93.83,93.00,Rural,48775,17077,"1,272","1,378",105,965,"27,744",122,12,14,86,35.01,40.69,Urban
16254, Mathura ,410783,182424,"39,276","76,872",490,"2,316","1,07,867",232,260,237,809,44.41,44," 2,053,915 ",Total,290944,157924,"36,400","63,584",183,582,"31,481",76,124,85,505,54.28,88.74,88.00,Rural,119839,24500,"2,876","13,288",307,"1,734","76,386",156,136,152,304,20.44,34.32,Urban
16255, Mau ,320833,164430,"25,384","80,955",857,"6,554","40,087",412,793,728,633,51.25,51," 1,604,165 ",Total,252219,134030,"22,922","78,352",313,545,"14,276",278,512,564,427,53.14,93.64,93.00,Rural,68614,30400,"2,462","2,603",544,"6,009","25,811",134,281,164,206,44.31,52.72,Urban
16256, Meerut ,568745,73166,"14,720","2,34,553",946,"6,191","2,36,071",213,"1,519",332,"1,034",12.86,12," 2,843,725 ",Total,268299,38576,"9,640","1,79,067",227,649,"39,072",50,458,171,389,14.38,84.86,84.00,Rural,300446,34590,"5,080","55,486",719,"5,542","1,96,999",163,"1,061",161,645,11.51,31.96,Urban
16257, Mirzapur ,390819,166392,"14,166","1,58,473","1,098","3,503","43,500",622,"1,351","1,099",615,42.58,42," 1,954,095 ",Total,335481,148418,"12,891","1,52,783",411,723,"17,714",385,697,"1,056",403,44.24,94.06,94.00,Rural,55338,17974,"1,275","5,690",687,"2,780","25,786",237,654,43,212,32.48,46.39,Urban
16258, Moradabad ,784739,247644,"54,537","2,86,699","3,078","10,158","1,79,473",324,"1,066",527,"1,233",31.56,31," 3,923,695 ",Total,520831,186859,"47,698","2,55,390",420,641,"28,175",223,468,267,690,35.88,94.20,94.00,Rural,263908,60785,"6,839","31,309","2,658","9,517","1,51,298",101,598,260,543,23.03,38.59,Urban
16259, Muzaffarnagar ,681387,135999,"32,843","3,56,161",824,"4,460","1,47,785",324,711,593,"1,687",19.96,19," 3,406,935 ",Total,481057,102236,"25,681","3,03,461",450,"1,668","45,433",221,543,426,938,21.25,89.86,89.00,Rural,200330,33763,"7,162","52,700",374,"2,792","1,02,352",103,168,167,749,16.85,47.01,Urban
16260, Pilibhit ,361470,217106,"22,398","70,358",257,"1,462","47,723",105,"1,204",201,656,60.06,60," 1,807,350 ",Total,297601,190613,"20,828","67,292",175,452,"16,280",91,"1,145",186,539,64.05,93.78,93.00,Rural,63869,26493,"1,570","3,066",82,"1,010","31,443",14,59,15,117,41.48,48.89,Urban
16261, Pratapgarh ,534254,388266,"23,175","70,550",602,"2,031","46,358",571,875,686,"1,140",72.67,72," 2,671,270 ",Total,506922,377340,"22,670","70,102",551,965,"32,284",551,751,656,"1,052",74.44,92.98,92.00,Rural,27332,10926,505,448,51,"1,066","14,074",20,124,30,88,39.98,43.76,Urban
16262, Rae Bareli ,614353,474699,"33,251","34,187",501,"2,520","65,080",702,924,899,"1,590",77.27,77," 3,071,765 ",Total,561905,456391,"32,446","33,521",391,"1,003","34,499",671,786,839,"1,358",81.22,93.18,93.00,Rural,52448,18308,805,666,110,"1,517","30,581",31,138,60,232,34.91,38.04,Urban
16263, Rampur ,393441,208177,"29,465","86,867",437,"4,046","62,281",185,696,240,"1,047",52.91,52," 1,967,205 ",Total,291440,165749,"26,037","80,895",258,823,"16,259",115,525,177,602,56.87,93.71,93.00,Rural,102001,42428,"3,428","5,972",179,"3,223","46,022",70,171,63,445,41.60,51.05,Urban
16264, Saharanpur ,588976,273054,"18,642","1,41,584",861,"3,586","1,49,035",156,812,175,"1,071",46.36,46," 2,944,880 ",Total,404600,220896,"16,068","1,27,229",516,652,"37,923",105,474,123,614,54.60,90.17,90.00,Rural,184376,52158,"2,574","14,355",345,"2,934","1,11,112",51,338,52,457,28.29,37.69,Urban
16265, Sant Kabir Nagar ,258040,150480,"67,546","18,317",482,935,"17,671",239,208,"1,682",480,58.32,58," 1,290,200 ",Total,239614,141363,"66,523","17,934",317,485,"10,736",226,178,"1,442",410,59.00,94.98,94.00,Rural,18426,9117,"1,023",383,165,450,"6,935",13,30,240,70,49.48,59.31,Urban
16266, Sant Ravi Das Nagar ,219685,88057,"9,509","94,664","1,361","1,512","23,178",243,558,218,385,40.08,40," 1,098,425 ",Total,187958,75893,"8,615","90,250",501,548,"11,207",215,233,196,300,40.38,93.35,93.00,Rural,31727,12164,894,"4,414",860,964,"11,971",28,325,22,85,38.34,57.85,Urban
16267, Shahjahanpur ,518201,187497,"27,619","2,05,591",289,"2,563","91,958",326,"1,108",329,921,36.18,36," 2,591,005 ",Total,418787,157574,"25,399","1,98,670",161,824,"34,030",269,952,263,645,37.63,91.23,91.00,Rural,99414,29923,"2,220","6,921",128,"1,739","57,928",57,156,66,276,30.10,39.49,Urban
16268, Shravasti ,186276,146327,"19,293","14,875",108,228,"4,828",244,77,45,251,78.55,78," 931,380 ",Total,180317,142472,"19,179","14,848",104,171,"2,968",241,69,45,220,79.01,97.97,97.00,Rural,5959,3855,114,27,4,57,"1,860",3,8,0,31,64.69,67.13,Urban
16269, Siddharth Nagar ,376477,209941,"48,042","87,864",540,"1,348","25,883",395,736,802,926,55.76,55," 1,882,385 ",Total,352651,197078,"46,816","86,873",474,879,"17,974",368,603,768,818,55.88,94.15,94.00,Rural,23826,12863,"1,226",991,66,469,"7,909",27,133,34,108,53.99,63.71,Urban
16270, Sitapur ,793861,561897,"77,823","74,452",464,"1,630","74,072",560,805,843,"1,315",70.78,70," 3,969,305 ",Total,710299,526068,"75,395","73,236",356,933,"31,132",532,751,768,"1,128",74.06,95.15,95.00,Rural,83562,35829,"2,428","1,216",108,697,"42,940",28,54,75,187,42.88,47.46,Urban
16271, Sonbhadra ,326918,203978,"7,141","60,628","6,748","2,892","40,467","3,208",722,379,755,62.39,62," 1,634,590 ",Total,267308,189357,"6,236","60,009","2,758",557,"6,801",308,462,288,532,70.84,96.76,96.00,Rural,59610,14621,905,619,"3,990","2,335","33,666","2,900",260,91,223,24.53,33.93,Urban
16272, Sultanpur ,627925,430145,"41,540","95,423",678,"1,715","55,055",604,803,777,"1,185",68.50,68," 3,139,625 ",Total,595287,420343,"40,899","94,935",553,973,"34,399",599,751,747,"1,088",70.61,93.65,93.00,Rural,32638,9802,641,488,125,742,"20,656",5,52,30,97,30.03,33.97,Urban
16273, Unnao ,567491,381336,"35,969","72,599","1,480","3,228","70,484",449,403,452,"1,091",67.20,67," 2,837,455 ",Total,475335,346091,"33,720","70,022",419,"1,035","22,254",399,250,370,775,72.81,94.80,94.00,Rural,92156,35245,"2,249","2,577","1,061","2,193","48,230",50,153,82,316,38.24,44.72,Urban
16274, Varanasi ,541704,136470,"15,477","1,67,368","5,605","10,847","2,02,055",421,"1,594",544,"1,323",25.19,25," 2,708,520 ",Total,301485,97667,"12,156","1,52,625","1,062","1,647","34,410",227,889,259,543,32.40,87.49,87.00,Rural,240219,38803,"3,321","14,743","4,543","9,200","1,67,645",194,705,285,780,16.15,25.68,Urban
16275, Almora ,139257,95560,"1,344",100,84,"1,583","40,199",27,69,37,254,68.62,68," 696,285 ",Total,126476,95046,"1,318",95,82,"1,087","28,534",27,68,32,187,75.15,76.36,76.00,Rural,12781,514,26,5,2,496,"11,665",0,1,5,67,4.02,4.32,Urban
16276, Bageshwar ,57712,42658,709,75,32,717,"13,352",13,66,6,84,73.92,73," 288,560 ",Total,55748,42520,702,74,32,566,"11,691",13,66,5,79,76.27,77.73,77.00,Rural,1964,138,7,1,0,151,"1,661",0,0,1,5,7.03,7.48,Urban
16277, Chamoli ,85765,55291,829,38,26,"1,384","27,853",12,16,7,309,64.47,64," 428,825 ",Total,72744,54017,790,33,25,737,"16,971",9,13,6,143,74.26,75.43,75.00,Rural,13021,1274,39,5,1,647,"10,882",3,3,1,166,9.78,10.14,Urban
16278, Champawat ,52356,32382,521,71,12,385,"18,785",11,106,11,72,61.85,61," 261,780 ",Total,44386,30533,380,71,8,199,"13,057",10,79,11,38,68.79,69.85,69.00,Rural,7970,1849,141,0,4,186,"5,728",1,27,0,34,23.20,25.02,Urban
16279, Dehra Dun ,322700,71123,"1,693",787,154,"13,322","2,33,705",96,635,131,"1,054",22.04,22," 1,613,500 ",Total,137051,59064,"1,027",401,78,"3,035","72,422",60,521,30,413,43.10,44.22,44.00,Rural,185649,12059,666,386,76,"10,287","1,61,283",36,114,101,641,6.50,7.16,Urban
16282, Pauri Garhwal ,161688,87128,"1,112",116,44,"2,072","70,551",37,224,40,364,53.89,53," 808,440 ",Total,137102,85141,"1,042",96,37,"1,362","48,887",33,207,38,259,62.10,62.99,62.00,Rural,24586,1987,70,20,7,710,"21,664",4,17,2,105,8.08,8.48,Urban
16280, Haridwar ,325344,130595,"7,856","56,414",285,"2,871","1,25,717",162,361,147,936,40.14,40," 1,626,720 ",Total,199642,109851,"6,715","49,387",179,629,"31,995",118,205,64,499,55.02,83.25,83.00,Rural,125702,20744,"1,141","7,027",106,"2,242","93,722",44,156,83,437,16.50,23.15,Urban
16281, Naini Tal ,187108,76000,"1,360",302,74,"4,679","99,021",55,"4,924",100,593,40.62,40," 935,540 ",Total,112670,65764,993,212,42,"1,233","39,229",44,"4,807",60,286,58.37,59.53,59.00,Rural,74438,10236,367,90,32,"3,446","59,792",11,117,40,307,13.75,14.46,Urban
16283, Pithoragarh ,111542,62721,873,83,29,"2,041","45,365",20,143,16,251,56.23,56," 557,710 ",Total,95130,62493,848,77,28,"1,103","30,228",20,132,11,190,65.69,66.71,66.00,Rural,16412,228,25,6,1,938,"15,137",0,11,5,61,1.39,1.61,Urban
16284, Rudra Prayag ,53492,32047,736,30,16,678,"19,859",16,20,3,87,59.91,59," 267,460 ",Total,51064,31881,735,29,16,354,"17,957",16,19,1,56,62.43,63.96,63.00,Rural,2428,166,1,1,0,324,"1,902",0,1,2,31,6.84,7.00,Urban
16285, Tehri Garhwal ,133494,78821,"1,093",77,41,"1,970","50,929",147,47,11,358,59.04,59," 667,470 ",Total,116988,78281,"1,064",75,33,791,"36,468",49,45,6,176,66.91,67.92,67.00,Rural,16506,540,29,2,8,"1,179","14,461",98,2,5,182,3.27,3.54,Urban
16286, Udham Singh Nagar ,300052,164558,"6,805","5,056",408,"2,807","1,16,576",127,"2,841",162,712,54.84,54," 1,500,260 ",Total,194695,131503,"5,303","4,394",236,"1,015","48,951",102,"2,697",73,421,67.54,72.68,72.00,Rural,105357,33055,"1,502",662,172,"1,792","67,625",25,144,89,291,31.37,33.68,Urban
16287, Uttarkashi ,66558,43190,499,39,6,"1,167","21,374",83,8,28,164,64.89,64," 332,790 ",Total,61149,42979,485,35,5,843,"16,582",83,7,28,102,70.29,71.19,71.00,Rural,5409,211,14,4,1,324,"4,792",0,1,0,62,3.90,4.25,Urban
16204, West Tripura ,403470,290809,"3,506",776,347,"3,490","1,03,228",141,282,574,317,72.08,72," 2,017,350 ",Total,238261,218468,"2,372",404,207,367,"15,715",80,83,444,121,91.69,93.13,93.00,Rural,165209,72341,"1,134",372,140,"3,123","87,513",61,199,130,196,43.79,44.86,Urban
16203, South Tripura ,205283,182103,"1,513",271,150,614,"20,246",66,122,25,173,88.71,88," 1,026,415 ",Total,173665,164375,"1,350",244,141,315,"7,010",55,29,21,125,94.65,95.66,95.00,Rural,31618,17728,163,27,9,299,"13,236",11,93,4,48,56.07,56.71,Urban
16201, Dhalai ,83097,76344,574,55,37,330,"5,532",32,69,66,58,91.87,91," 415,485 ",Total,73160,69446,507,51,35,158,"2,780",30,43,63,47,94.92,95.82,95.00,Rural,9937,6898,67,4,2,172,"2,752",2,26,3,11,69.42,70.18,Urban
16202, North Tripura ,150931,128922,980,71,160,860,"19,631",60,116,40,91,85.42,85," 754,655 ",Total,122693,114688,876,64,145,260,"6,415",58,109,31,47,93.48,94.39,94.00,Rural,28238,14234,104,7,15,600,"13,216",2,7,9,44,50.41,50.89,Urban
16171, Ariyalur ,198106,153953,"1,622",383,135,"1,467","39,642",35,227,197,445,77.71,77," 990,530 ",Total,176818,146832,"1,505",344,124,932,"26,329",29,169,187,367,83.04,84.26,84.00,Rural,21288,7121,117,39,11,535,"13,313",6,58,10,78,33.45,34.28,Urban
16172, Chennai ,1106567,30908,"1,757",744,256,"1,54,969","9,10,262",695,"2,054",619,"4,303",2.79,2," 5,532,835 ",Total,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,Rural,1106567,30908,"1,757",744,256,"1,54,969","9,10,262",695,"2,054",619,"4,303",2.79,3.10,Urban
16173, Coimbatore ,945943,169413,"3,916","1,273",590,"86,614","6,75,153",869,"2,415",520,"5,180",17.91,17," 4,729,715 ",Total,237155,107841,"1,717",373,274,"10,530","1,14,021",218,667,185,"1,329",45.47,46.55,46.00,Rural,708788,61572,"2,199",900,316,"76,084","5,61,132",651,"1,748",335,"3,851",8.69,9.22,Urban
16174, Cuddalore ,637422,365987,"4,785","2,462",798,"15,871","2,44,610",306,548,279,"1,776",57.42,57," 3,187,110 ",Total,425191,313123,"3,409","2,132",481,"4,312","99,963",135,364,204,"1,068",73.64,75.11,75.00,Rural,212231,52864,"1,376",330,317,"11,559","1,44,647",171,184,75,708,24.91,25.90,Urban
16175, Dharmapuri ,380924,256898,"2,681",592,647,"11,228","1,04,785",139,"2,016",214,"1,724",67.44,67," 1,904,620 ",Total,315563,235886,"2,368",488,557,"5,653","67,216",94,"1,699",198,"1,404",74.75,75.90,75.00,Rural,65361,21012,313,104,90,"5,575","37,569",45,317,16,320,32.15,32.95,Urban
16176, Dindigul ,563172,311128,"4,989","1,016",638,"31,109","2,09,640",309,"1,725",391,"2,227",55.25,55," 2,815,860 ",Total,352757,243015,"3,622",770,441,"10,044","91,923",168,"1,123",337,"1,314",68.89,70.36,70.00,Rural,210415,68113,"1,367",246,197,"21,065","1,17,717",141,602,54,913,32.37,33.26,Urban
16177, Erode ,658734,213039,"3,853",973,666,"59,097","3,71,015",413,"5,638",321,"3,719",32.34,32," 3,293,670 ",Total,324097,155881,"2,407",704,461,"16,746","1,41,790",184,"3,998",82,"1,844",48.10,49.22,49.00,Rural,334637,57158,"1,446",269,205,"42,351","2,29,225",229,"1,640",239,"1,875",17.08,17.73,Urban
16178, Kancheepuram ,993809,261460,"4,322","2,094","1,330","94,744","6,22,095",835,"2,766",475,"3,688",26.31,26," 4,969,045 ",Total,354476,199849,"2,393","1,370",955,"19,170","1,27,608",187,"1,430",156,"1,358",56.38,57.75,57.00,Rural,639333,61611,"1,929",724,375,"75,574","4,94,487",648,"1,336",319,"2,330",9.64,10.16,Urban
16179, Kanniyakumari ,489201,269800,"4,102","1,009",359,"11,558","1,99,188",344,"1,140",192,"1,509",55.15,55," 2,446,005 ",Total,86390,44508,757,252,62,"1,171","38,970",148,160,32,330,51.52,52.80,52.00,Rural,402811,225292,"3,345",757,297,"10,387","1,60,218",196,980,160,"1,179",55.93,57.06,Urban
16180, Karur ,287848,126357,"1,755",428,354,"20,999","1,35,831",82,881,60,"1,101",43.90,43," 1,439,240 ",Total,168830,106351,"1,168",291,253,"5,385","54,142",34,528,22,656,62.99,64.02,64.00,Rural,119018,20006,587,137,101,"15,614","81,689",48,353,38,445,16.81,17.53,Urban
16181, Madurai ,450062,271584,"4,263",753,600,"17,633","1,51,246",338,"1,632",242,"1,771",60.34,60," 2,250,310 ",Total,344807,256297,"3,818",676,539,"7,516","72,984",239,"1,288",216,"1,234",74.33,75.85,75.00,Rural,105255,15287,445,77,61,"10,117","78,262",99,344,26,537,14.52,15.10,Urban
16182, Nagapattinam ,797939,279508,"4,395","1,670",639,"1,12,747","3,91,821",448,"2,963",304,"3,444",35.03,35," 3,989,695 ",Total,319126,223374,"3,121",886,306,"11,891","76,464",169,"1,248",157,"1,510",70.00,71.40,71.00,Rural,478813,56134,"1,274",784,333,"1,00,856","3,15,357",279,"1,715",147,"1,934",11.72,12.25,Urban
16183, Namakkal ,412656,255488,"2,666",847,170,"7,783","1,43,846",117,500,132,"1,107",61.91,61," 2,063,280 ",Total,323340,230649,"2,217",779,136,"3,206","84,873",86,454,83,857,71.33,72.33,72.00,Rural,89316,24839,449,68,34,"4,577","58,973",31,46,49,250,27.81,28.48,Urban
16184, Nilgiris ,477757,170204,"1,936",476,502,"32,811","2,65,276",256,"3,915",263,"2,118",35.63,35," 2,388,785 ",Total,284156,136260,"1,438",360,379,"12,408","1,28,855",151,"2,949",134,"1,222",47.95,48.77,48.00,Rural,193601,33944,498,116,123,"20,403","1,36,421",105,966,129,896,17.53,17.98,Urban
16185, Perambalur ,149401,93333,"1,569",253,152,"3,834","49,390",48,278,33,511,62.47,62," 747,005 ",Total,124419,87515,"1,403",230,128,"1,850","32,550",37,260,22,424,70.34,71.77,71.00,Rural,24982,5818,166,23,24,"1,984","16,840",11,18,11,87,23.29,24.19,Urban
16186, Pudukkottai ,390628,292959,"2,410",965,420,"8,958","82,967",114,513,119,"1,203",75.00,74," 1,953,140 ",Total,312868,266457,"2,036",873,318,"2,683","38,977",79,411,92,942,85.17,86.23,86.00,Rural,77760,26502,374,92,102,"6,275","43,990",35,102,27,261,34.08,34.85,Urban
16187, Ramanathapuram ,328955,209650,"2,455","1,201",398,"12,555","1,00,484",186,877,112,"1,037",63.73,63," 1,644,775 ",Total,232147,184262,"1,836",972,298,"4,122","39,310",88,503,61,695,79.37,80.74,80.00,Rural,96808,25388,619,229,100,"8,433","61,174",98,374,51,342,26.23,27.26,Urban
16188, Salem ,918899,388082,"5,167","1,099","1,138","65,043","4,48,968",622,"4,883",310,"3,587",42.23,42," 4,594,495 ",Total,454964,278761,"3,046",707,699,"13,475","1,52,740",239,"3,562",132,"1,603",61.27,62.28,62.00,Rural,463935,109321,"2,121",392,439,"51,568","2,96,228",383,"1,321",178,"1,984",23.56,24.24,Urban
16189, Sivaganga ,341960,209229,"2,319","1,006",456,"12,921","1,13,822",173,733,96,"1,205",61.19,61," 1,709,800 ",Total,236937,182184,"1,945",908,321,"3,505","46,511",134,509,58,862,76.89,78.26,78.00,Rural,105023,27045,374,98,135,"9,416","67,311",39,224,38,343,25.75,26.37,Urban
16190, Thanjavur ,605074,355855,"3,705",989,351,"17,859","2,23,044",274,968,171,"1,858",58.81,58," 3,025,370 ",Total,391191,296375,"2,948",815,233,"3,088","85,752",121,649,81,"1,129",75.76,76.80,76.00,Rural,213883,59480,757,174,118,"14,771","1,37,292",153,319,90,729,27.81,28.34,Urban
16191, Theni ,340965,150771,"3,162",454,204,"33,699","1,47,529",117,"1,053",225,"3,751",44.22,44," 1,704,825 ",Total,158207,92782,"1,791",231,96,"8,082","53,060",61,485,85,"1,534",58.65,60.04,60.00,Rural,182758,57989,"1,371",223,108,"25,617","94,469",56,568,140,"2,217",31.73,32.74,Urban
16192, Thiruvallur ,938822,213987,"5,393","1,895","1,358","88,488","6,21,907",710,"1,409",474,"3,201",22.79,22," 4,694,110 ",Total,325798,170611,"3,496","1,258",793,"12,780","1,34,942",118,360,146,"1,294",52.37,54.11,54.00,Rural,613024,43376,"1,897",637,565,"75,708","4,86,965",592,"1,049",328,"1,907",7.08,7.63,Urban
16193, Thiruvarur ,327971,209761,"2,223",740,134,"4,194","1,09,580",143,278,89,829,63.96,63," 1,639,855 ",Total,262679,192854,"1,951",693,112,"1,811","64,164",118,240,74,662,73.42,74.50,74.00,Rural,65292,16907,272,47,22,"2,383","45,416",25,38,15,167,25.89,26.44,Urban
16194, Thoothukkudi ,464324,226532,"2,408",703,216,"28,092","2,00,616","1,601","1,308",334,"2,514",48.79,48," 2,321,620 ",Total,239037,161690,"1,586",447,119,"5,295","67,488",145,603,179,"1,485",67.64,68.62,68.00,Rural,225287,64842,822,256,97,"22,797","1,33,128","1,456",705,155,"1,029",28.78,29.37,Urban
16195, Tiruchchirappalli ,700852,301740,"3,829","1,033",690,"54,695","3,33,478",403,"1,386",566,"3,032",43.05,43," 3,504,260 ",Total,358811,246904,"2,920",784,505,"6,294","98,297",135,961,376,"1,635",68.81,70.09,70.00,Rural,342041,54836,909,249,185,"48,401","2,35,181",268,425,190,"1,397",16.03,16.48,Urban
16196, Tirunelveli Kattabo ,820327,381273,"6,119","1,545",486,"59,925","3,61,760",484,"2,487",419,"5,829",46.48,46," 4,101,635 ",Total,422597,266416,"3,811",929,301,"13,011","1,33,371",252,"1,270",194,"3,042",63.04,64.28,64.00,Rural,397730,114857,"2,308",616,185,"46,914","2,28,389",232,"1,217",225,"2,787",28.88,29.72,Urban
16197, Tiruvannamalai ,593264,386832,"4,639","1,779",955,"18,690","1,76,242",193,837,253,"2,844",65.20,65," 2,966,320 ",Total,477106,358197,"3,889","1,611",843,"7,805","1,01,444",145,783,217,"2,172",75.08,76.45,76.00,Rural,116158,28635,750,168,112,"10,885","74,798",48,54,36,672,24.65,25.57,Urban
